label,path
queuing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/queuing/getty-marijuana-legalization-advocacy-group-handed-out-between-4000-and-video-id639937086_19
floating,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/floating/getty-aerial-view-of-two-standup-paddleboarders-off-coast-of-maui-video-id647116710_7
removing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/removing/yt-hauRAGK1VcQ_137
bicycling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/bicycling/getty-seafront-sugar-loaf-mountain-bike-video-id146381037_11
spilling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/spilling/getty-water-drop-in-slow-motion-shallow-depth-of-field-video-id472607185_12
destroying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/destroying/yt-cqmb8KLL9tE_86
speaking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/speaking/yt-AiE-fUhaNkA_44
destroying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/destroying/yt-jR-UlMvNC40_35
flipping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/flipping/yt-8EL3v1saCQw_46
balancing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/balancing/vine-They-call-her-Pole-balancing-Lindsey-M2blWtZQ7B2_2
drying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/drying/yt-2l9UWxlz8V4_541
adult+male+singing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/adult+male+singing/yt-elq2YZvAx3U_88
typing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/typing/getty-female-doctor-in-the-office-video-id646214884_3
adult+male+speaking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/adult+male+speaking/getty-real-time-video-of-two-business-people-talking-about-the-new-project-video-id852217622_8
destroying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/destroying/vb-baby-boy-destroying-tower-of-square-blocks-slow-motion-3br7jxv_2
cooking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/cooking/fLo7JykAUmg_678
adult+female+singing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/adult+female+singing/peeks-www_k_to_keek_8aiweab_14
bending,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/bending/yt-HvgN6U_Q9Ns_30
skating,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/skating/giphy-xUA7b5D5eA450FhYbu_5
chewing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/chewing/getty-african-american-father-with-son-preparing-salad-video-id150986424_5
spitting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/spitting/yt-L1qv-RPwLgE_10
bending,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/bending/flickr-9-8-8-4-2-1-7-6-16698842176_15
child+singing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/child+singing/getty-choir-of-boys-singing-in-choir-loft-and-cathedral-exterior-england-video-idmr_00102423_12
stacking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/stacking/yt-WjXSN4TcBnM_29
wrestling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/wrestling/getty-high-angle-wrestling-ring-during-match-between-gus-sonnenberg-and-joe-video-id817394588_14
cheering,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/cheering/yt-2pJe3ZvZdLw_95
constructing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/constructing/giphy-fwWU1mhO00lzO_3
roaring,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/roaring/yt-ORSvf8eVa0g_50
unpacking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/unpacking/vb-love-couple-sitting-in-an-empty-apartment-among-boxes-btxw1dh66itram987_1
snowing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/snowing/yt-o72PFn1IQbA_1
squatting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/squatting/yt-G-Dv_4mGFwM_32
queuing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/queuing/giphy-tgH4DU5REPEMU_0
assembling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/assembling/getty-car-industry-automobile-video-id457675874_7
socializing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/socializing/getty-group-of-university-students-at-a-class-medellin-colombia-video-id610062654_4
drying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/drying/yt-SzZ5cz7bOiw_15
pouring,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/pouring/flickr-0-3-5-2-1-8-6-8-9603521868_13
leaking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/leaking/getty-faucet-dripping-in-bathroom-video-id496644354_6
playing+videogames,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/playing+videogames/yt-htGKVr40JS8_105
drinking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/drinking/getty-chukar-partridge-at-drinking-spot-in-the-desert-video-id567646839_1
adult+female+singing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/adult+female+singing/getty-woman-playing-guitar-in-living-room-brooklyn-new-york-city-usa-video-id99968981_1
extinguishing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/extinguishing/yt-80wMMFAcweQ_25
tapping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/tapping/yt-GdsOSyv0EJI_498
pointing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/pointing/getty-two-men-in-a-building-discussing-plans-on-a-digital-tablet-video-id623874668_9
juggling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/juggling/yt-YXmY9m6WO1c_149
emptying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/emptying/getty-milk-beer-crisp-and-a-red-apple-video-idjft03757_1
rafting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/rafting/yt-zYjLA99koBk_69
snowing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/snowing/yt-2FD92cgbPjE_211
knocking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/knocking/giphy-Ebq3YI6UScDkc_0
signing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/signing/yt-hDG9kMDXsBU_12
crying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/crying/yt-pabK7LRANiU_95
dining,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/dining/getty-waiter-poses-with-plates-of-food-at-an-outdoor-cafe-video-id644618055_6
welding,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/welding/getty-paris-franceperson-welding-through-red-screen-video-id72997129_10
twisting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/twisting/17ndCHDCX5Q_338
leaning,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/leaning/getty-female-creative-designer-using-laptop-next-to-3d-printer-in-office-video-id823606582_14
floating,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/floating/getty-sea-of-red-lotus-lake-thailand-video-id636455946_1
raining,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/raining/yt-9eJunkH-KCk_35
peeling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/peeling/giphy-3o7aCSm3SkktFdm3zW_0
waving,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/waving/getty-citizens-wave-turkish-flags-as-they-gather-in-front-of-presidential-video-id583660376_53
diving,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/diving/flickr-3-3-8-7-7-9-8-2-3033877982_4
drenching,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/drenching/yt--rzAaZOKfOI_11
putting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/putting/getty-two-norwegians-walking-along-river-through-forest-vs-men-setting-up-video-id509709053_12
squatting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/squatting/yt-5BHbaFsDH30_18
catching,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/catching/yt-SyePE8wOlxs_321
mowing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/mowing/getty-combine-harvester-video-id473105401_17
reading,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/reading/getty-young-woman-with-laptop-paying-bills-online-on-living-room-sofa-video-id629658676_2
sawing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/sawing/giphy-pfAcJTVwbI6sg_0
child+speaking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/child+speaking/yt-77IcpG-QL6c_455
tripping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/tripping/getty-tall-ship-video-id500726885_21
squatting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/squatting/giphy-SGetr9Kmrv3wY_0
shoveling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/shoveling/getty-shoveling-snow-video-id127957269_8
emptying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/emptying/getty-soda-water-video-id456515082_22
hiking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/hiking/yt-L7Pz9yqYuNo_34
hugging,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/hugging/giphy-l378xN98P3unlBv56_1
jogging,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/jogging/giphy-X1zN6Lv15hrvG_6
diving,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/diving/getty-silhouette-of-diver-swimming-in-ocean-moorea-tahiti-french-polynesia-video-id99863720_17
adult+female+speaking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/adult+female+speaking/yt-wGPlHdzHPFE_745
submerging,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/submerging/vb-Red-apple-plunging-into-water-on-white-background-320527_HymtF_5
adult+female+speaking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/adult+female+speaking/yt-kXuyD7penZ8_142
landing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/landing/getty-twin-plane-landing-at-airport-burbank-california-usa-video-id93504220_4
driving,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/driving/yt-SK2ozni33Z0_440
swinging,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/swinging/giphy-lBbjbJkJpHt60_9
dragging,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/dragging/getty-report-on-cod-stocks-crisis-scotland-peterhead-int-chip-shop-workers-video-id683151918_19
sniffing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/sniffing/getty-flower-scents-video-id544009658_2
jumping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/jumping/yt-0CViJao5YLY_11
winking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/winking/vine-hKqQVx0AgUw_1
trimming,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/trimming/yt-xuOXD8A10aw_15
throwing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/throwing/yt-FAAJn3Qd7ic_48
shaking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/shaking/getty-camera-captures-people-in-front-of-autumnal-color-trees-and-fallen-video-id503822160_7
wrestling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/wrestling/yt-m9970zpz-EQ_26
twisting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/twisting/giphy-8o9o2Ddp148SY_0
squatting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/squatting/getty-police-found-a-dead-body-video-id827833422_16
drying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/drying/getty-red-onions-video-id641567146_14
yawning,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/yawning/yt-bovxHGpVLd4_39
burning,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/burning/getty-massive-wildfire-with-multiple-front-burning-houses-at-kalamos-attika-video-id844046236_1
dragging,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/dragging/getty-sign-on-exterior-wall-in-london-moss-roberts-dentists-with-a-nurse-a-video-id534158676_9
running,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/running/getty-cheetah-runs-on-a-trail-past-shrubs-available-in-hd-video-id3B2FBBBE_0005_11
smiling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/smiling/LJNKr_ELPe4_16
cheering,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/cheering/vine-cheerleading-M3uL97OxOg9_2
drawing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/drawing/yt-VFabCq-M0CA_104
splashing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/splashing/giphy-4fCVhHqe26dj2_0
giving,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/giving/yt-zGvU01rYOOE_42
peeling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/peeling/yt-5WuIGeLH4kE_4
twisting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/twisting/getty-african-woman-arranging-flowers-video-id176786093_5
shopping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/shopping/giphy-NfDaXxDx188wM_0
playing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/playing/aZW4rK0mgI0_41
sewing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/sewing/giphy-osvD3afDFfqM_1
stroking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/stroking/getty-fashion-shooting-in-film-studio-video-id524586384_9
breaking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/breaking/getty-chefs-cracking-eggs-in-a-bowl-slow-motion-video-id493320114_7
adult+female+singing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/adult+female+singing/yt-Urdlvw0SSEc_75
building,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/building/getty-burj-dubai-and-skyscrapers-under-construction-dubai-united-arab-video-id104875665_5
spilling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/spilling/getty-ink-drops-hd-video-id472676789_3
drawing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/drawing/Ob4cWZaPBWc_38
licking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/licking/giphy-ozoBaHo7x6HbG_0
mopping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/mopping/yt-vt4iK_ii-w8_1
carrying,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/carrying/getty-girls-love-shopping-video-id624451450_1
laughing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/laughing/flickr-9-3-5-1-6-3-3-4-2593516334_12
knitting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/knitting/yt-BRWU9PV4DME_79
tickling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/tickling/giphy-Azfrberd8rjJ6_8
placing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/placing/flickr-7-2-8-2727442728_25
shaking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/shaking/getty-shot-of-japanese-restaurant-paper-lanterns-shaking-by-wind-pontocho-video-id180289270_1
adult+female+singing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/adult+female+singing/yt-uPHKkewD1G0_138
peeling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/peeling/yt-fL0arbD7JF8_50
closing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/closing/getty-view-through-window-blinds-of-man-closing-roller-door-of-shop-new-video-id86019490_6
jumping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/jumping/giphy-sa3zEBcMMZEs0_1
reading,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/reading/getty-woman-reading-book-by-river-seine-paris-france-video-id85707005_6
adult+male+speaking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/adult+male+speaking/yt-eHU_ip_bI9g_116
rocking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/rocking/yt-6HDmPbMoRlM_416
telephoning,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/telephoning/getty-on-the-phone-video-id508926850_12
driving,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/driving/giphy-piw6DcKSvKl1K_3
floating,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/floating/getty-loy-kratong-festival-video-id625020732_1
lecturing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/lecturing/giphy-l0He7CmGaxKTzSHE4_0
child+singing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/child+singing/yt-pV4B6GcyEig_23
snapping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/snapping/yt-rHnzKOWCey0_142
wetting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/wetting/getty-the-deep-sea-drilling-vessel-chikyu-sails-into-suruga-bay-as-it-from-video-id522480613_7
taping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/taping/yt-kxm0AkC2n4I_15
flooding,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/flooding/yt-CQLS-xzS_74_143
stacking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/stacking/yt-iqroJh_SEhs_6
dunking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/dunking/giphy-3otPot6Byj0UMlCLSg_0
folding,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/folding/yt-A8ceHmOwEr0_11
pushing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/pushing/yt-fk-tqgLL4cg_3
snowing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/snowing/flickr-3-7-7-1-7-7-8-0-5237717780_21
grinning,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/grinning/getty-cute-baby-in-slow-motion-video-id166140273_2
gripping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/gripping/getty-an-active-retiree-photographs-in-the-first-dawn-video-id495709302_7
weeding,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/weeding/giphy-GTeXOh5pa6Euc_0
roaring,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/roaring/yt-BhJq-t8xXP8_364
removing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/removing/giphy-Ykk6reNbwpnLG_2
drinking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/drinking/getty-three-kids-drinking-water-at-hill-station-video-id140806687_4
cheering,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/cheering/getty-fans-watching-a-sports-game-video-id846548584_18
applauding,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/applauding/getty-crowd-on-oncert-video-id671009282_12
adult+male+singing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/adult+male+singing/peeks-www_k_to_keek_hLfdeab_8
shaking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/shaking/vine-shaking-the-booty-M01n2daK0dj_2
digging,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/digging/yt-GUZjjcOzggI_170
grooming,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/grooming/vb-canada-goose-flock-grooming-winter-slow-motion-v2k627lwx_6
discussing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/discussing/getty-female-nurse-explaining-paperwork-to-patient-at-clinic-reception-video-id653919114_2
piloting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/piloting/yt--LgId9Lh-Zc_169
sniffing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/sniffing/getty-extreme-close-up-holstein-cow-sniffing-camera-video-id389-120_3
gripping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/gripping/yt-XhRJjn2gSvM_179
spilling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/spilling/getty-slow-motion-liquid-pour-video-id138696575_3
skating,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/skating/yt-L8FLzBX8d3Y_49
packing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/packing/yt-s1_qdExsVYo_104
rolling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/rolling/flickr-4-2-8-9-1-6-9-1-2842891691_13
sprinting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/sprinting/yt-9OcpU_QfX_Q_174
piloting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/piloting/yt-QTAE4D8svTk_50
reading,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/reading/giphy-oF7H15PrVcmQ0_0
snowing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/snowing/getty-city-traffic-in-snow-video-id618322421_14
drawing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/drawing/yt-IP1uo1rTSsg_42
carving,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/carving/3TyGmks_9pE_421
bowing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/bowing/getty-chinas-got-talent-producers-visit-uk-to-audition-people-for-programme-video-id656539612_2
playing+videogames,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/playing+videogames/yt-1Ko67Wa_q6w_1023
swinging,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/swinging/flickr-3-8-9-6-5-6-2-5-2638965625_55
putting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/putting/getty-getting-ready-for-an-adventure-video-id619318768_1
packing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/packing/getty--video-idmr_00007227_2
chewing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/chewing/yt-BvqFkJtWjUo_220
licking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/licking/getty-cat-lying-cleaning-himself-video-id625151492_3
pointing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/pointing/yt-exCfwQuP8KM_473
skating,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/skating/yt-090pTj6b7wI_74
tearing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/tearing/vb-harvest-cucumbers-in-the-middle-of-summer-bsdgyz2iisrbutwl_3
gripping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/gripping/getty-handle-on-a-train-video-id474381132_7
packing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/packing/flickr-8-7-1-8-7-3-2-2-2987187322_5
walking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/walking/getty-general-view-office-workers-exit-moorgate-london-underground-station-video-id453397072_80
dragging,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/dragging/flickr-0-5-1-2-2-7-8-6-5605122786_16
dusting,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/dusting/yt-BtIxE_z59dw_6
spilling,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/spilling/7-0-3-1-8-7-6-3-12570318763_13
placing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/placing/getty-adult-woman-preparing-rangoli-in-diwali-festival-delhi-india-video-id840628538_10
shopping,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/shopping/getty-blonde-woman-with-baby-in-shopping-cart-taking-boxes-from-freezer-video-id2038-284_4
dunking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/dunking/vine-MVHOOFgQK1W_1
grooming,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/grooming/vb-baboons-who-grooming-hgnkbihixj09ss1y7_3
adult+male+singing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/adult+male+singing/yt-bFAWgU155jE_2064
gardening,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/gardening/getty-granddaughter-finds-worm-in-garden-video-id473189697_6
knocking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/knocking/getty-manual-workers-called-polers-dislodge-the-last-almonds-from-trees-video-id533174272_79
hanging,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/hanging/getty-medium-slow-motion-panning-shot-of-woman-and-girl-practicing-on-video-id843827472_2
sanding,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/sanding/NKt5KFHKPCQ_128
rising,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/rising/getty-soldier-crabs-on-the-beach-video-id837301636_21
mowing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/mowing/vine-lazy-mowing-fatguy-Mztt2equ5mF_3
skating,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/skating/giphy-3oKIPnxd1vB4WrudUY_0
barbecuing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/barbecuing/getty-grilled-chicken-video-id494909926_5
stroking,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/stroking/getty-blond-haired-woman-holding-a-cotton-pad-and-looking-at-her-reflection-video-id73246584_5
throwing,/mnt/fvpbignas/datasets/moments_in_time/Moments_in_Time_Aug/training/throwing/yt-rR8Dj4IkxI0_12
